,X1,X1_1,Date,Hour,Species,Sex,Body_length,Body_temp,Body_temp_tc,Ta,Ts,Substrate,Direction,Solar_rad,Wind_speed,Tex,Tex_s,Tex_tc,Tex_tcs,Jul_day,Hours,Day_mins,Months,Date_mins
582,582,597,26.08.2018,15:00:00,Parvilacerta_parva,M,95.5,35.2,32,27,32.5,soil,S,495,3.8,8.2,2.7,5,-0.5,238,15,900,8,342180
583,583,598,26.08.2018,15:05:00,Parvilacerta_parva,M,119.3,34.5,33.6,27,39.5,soil,S,769,5.1,7.5,-5,6.6,-5.9,238,15,905,8,342185
584,584,599,26.08.2018,15:10:00,Parvilacerta_parva,F,117.6,34,33.1,27,33,grass,S,574,5.8,7,1,6.1,0.1,238,15,910,8,342190
585,585,600,26.08.2018,15:17:00,Parvilacerta_parva,M,120.4,38.2,32.4,27,35.7,grass,S,391,5.2,11.2,2.5,5.4,-3.3,238,15,917,8,342197
586,586,601,26.08.2018,15:25:00,Parvilacerta_parva,F,110.1,36,31.2,27,34.5,grass,S,981,2.6,9,1.5,4.2,-3.3,238,15,925,8,342205
587,587,602,26.08.2018,15:30:00,Parvilacerta_parva,M,126.8,38,29.8,27,32.2,soil,S,664,5.1,11,5.8,2.8,-2.4,238,15,930,8,342210
588,588,603,26.08.2018,15:40:00,Parvilacerta_parva,J,102.5,34.8,32.6,27,31.2,soil,S,595,5.8,7.8,3.6,5.6,1.4,238,15,940,8,342220
589,589,604,26.08.2018,15:45:00,Parvilacerta_parva,F,105.7,38.6,35,27,35.1,grass,S,705,6.4,11.6,3.5,8,-0.1,238,15,945,8,342225
590,590,605,26.08.2018,15:50:00,Parvilacerta_parva,F,110.8,33.3,38.6,27,32.1,grass,S,597,5.3,6.3,1.2,11.6,6.5,238,15,950,8,342230
591,591,606,26.08.2018,15:55:00,Parvilacerta_parva,M,112.2,37.2,37.2,28,30.2,rock,S,777,5.9,9.2,7,9.2,7,238,15,955,8,342235
592,592,607,26.08.2018,15:59:00,Parvilacerta_parva,M,107,36.2,32.4,28,33,grass,S,412,4,8.2,3.2,4.4,-0.6,238,15,959,8,342239
593,593,608,26.08.2018,16:00:00,Parvilacerta_parva,F,104,36.9,31.8,28,39.3,grass,S,846,10.8,8.9,-2.4,3.8,-7.5,238,16,960,8,342240
594,594,609,26.08.2018,16:02:00,Parvilacerta_parva,M,151.6,35.7,33,28,37.2,grass,S,714,1.5,7.7,-1.5,5,-4.2,238,16,962,8,342242
595,595,610,26.08.2018,16:08:00,Parvilacerta_parva,F,105.6,35.5,31.3,28,33.3,rock,S,616,3.9,7.5,2.2,3.3,-2,238,16,968,8,342248
596,596,611,26.09.2018,09:48:00,Parvilacerta_parva,F,132.1,26.3,30.2,21,30,soil,S,624,4.5,5.3,-3.7,9.2,0.2,269,9,588,9,386508
597,597,612,26.09.2018,09:53:00,Parvilacerta_parva,F,88.7,22.3,28.2,21,24.7,soil,S,549,6.2,1.3,-2.4,7.2,3.5,269,9,593,9,386513
598,598,613,26.09.2018,09:59:00,Parvilacerta_parva,M,88.3,23,31.3,21,34.4,soil,S,478,4.9,2,-11.4,10.3,-3.1,269,9,599,9,386519
599,599,614,26.09.2018,10:06:00,Parvilacerta_parva,M,88.8,28.9,30.5,21,26.6,soil,S,392,4.7,7.9,2.3,9.5,3.9,269,10,606,9,386526
600,600,615,26.09.2018,10:10:00,Parvilacerta_parva,F,68.9,20.9,30.8,21,31.3,soil,S,563,4.3,-0.1,-10.4,9.8,-0.5,269,10,610,9,386530
601,601,616,26.09.2018,10:13:00,Parvilacerta_parva,M,64.6,32.3,30.3,21,27.1,soil,S,538,3.3,11.3,5.2,9.3,3.2,269,10,613,9,386533
602,602,617,26.09.2018,10:18:00,Parvilacerta_parva,M,94.6,19.8,29.9,21,29.3,soil,S,535,3.8,-1.2,-9.5,8.9,0.6,269,10,618,9,386538
603,603,618,26.09.2018,10:21:00,Parvilacerta_parva,F,110.2,20.8,32.8,21,31,soil,S,676,3.5,-0.2,-10.2,11.8,1.8,269,10,621,9,386541
604,604,619,26.09.2018,10:27:00,Parvilacerta_parva,F,80.4,24.9,31.2,21,30,soil,S,588,1.7,3.9,-5.1,10.2,1.2,269,10,627,9,386547
605,605,620,26.09.2018,10:33:00,Parvilacerta_parva,F,86.7,26.5,25.4,21,32.9,soil,S,578,6.2,5.5,-6.4,4.4,-7.5,269,10,633,9,386553
606,606,621,26.09.2018,10:39:00,Parvilacerta_parva,M,108.3,22.2,28.5,21,30.2,soil,S,464,4.6,1.2,-8,7.5,-1.7,269,10,639,9,386559
607,607,622,26.09.2018,10:44:00,Parvilacerta_parva,M,79.8,31.7,30.2,21,31.6,grass,SE,473,5.5,10.7,0.1,9.2,-1.4,269,10,644,9,386564
608,608,623,26.09.2018,10:50:00,Parvilacerta_parva,M,91.2,26.4,28,21,28.1,soil,SE,402,8.7,5.4,-1.7,7,-0.1,269,10,650,9,386570
609,609,624,26.09.2018,10:54:00,Parvilacerta_parva,F,125.5,31.9,26.5,21,27.3,soil,SE,539,3.9,10.9,4.6,5.5,-0.8,269,10,654,9,386574
610,610,625,26.09.2018,11:01:00,Parvilacerta_parva,M,87.4,25.8,32,21,28,soil,SE,702,4.3,4.8,-2.2,11,4,269,11,661,9,386581
611,611,626,26.09.2018,15:35:00,Lacerta_diplochondrodes,M,293.6,32,30.8,22,26.8,grass,S,782,4.9,10,5.2,8.8,4,269,15,935,9,386855
612,612,627,26.09.2018,15:50:00,Lacerta_diplochondrodes,M,336,31.8,29.7,22,27.2,soil,SE,689,7.6,9.8,4.6,7.7,2.5,269,15,950,9,386870
613,613,628,26.09.2018,16:05:00,Lacerta_diplochondrodes,M,341.9,30.6,27.8,22,25.5,soil,SW,662,3.6,8.6,5.1,5.8,2.3,269,16,965,9,386885
614,614,629,26.09.2018,16:06:00,Lacerta_diplochondrodes,F,365,33.3,29.1,23,29.5,grass,SE,749,4.5,10.3,3.8,6.1,-0.4,269,16,966,9,386886
615,615,630,26.09.2018,16:23:00,Lacerta_diplochondrodes,M,332.9,28.5,30.7,22,28,soil,SE,578,1.5,6.5,0.5,8.7,2.7,269,16,983,9,386903
616,616,631,26.09.2018,16:29:00,Lacerta_diplochondrodes,F,346.9,30.4,31.5,23,26,soil,SW,696,6.4,7.4,4.4,8.5,5.5,269,16,989,9,386909
617,617,632,26.09.2018,16:40:00,Lacerta_diplochondrodes,M,315.8,26.8,30.5,22,26.6,grass,SE,736,5,4.8,0.2,8.5,3.9,269,16,1000,9,386920
618,618,633,26.09.2018,16:41:00,Lacerta_diplochondrodes,F,405.6,30.5,30.3,23,29.1,soil,SE,632,9.9,7.5,1.4,7.3,1.2,269,16,1001,9,386921
619,619,634,26.09.2018,17:04:00,Lacerta_diplochondrodes,F,331.2,31.7,29.3,22,28.6,grass,SE,720,7.3,9.7,3.1,7.3,0.7,269,17,1024,9,386944
620,620,635,26.09.2018,17:18:00,Lacerta_diplochondrodes,F,327,30.6,28.9,21,24.6,soil,SW,724,8.3,9.6,6,7.9,4.3,269,17,1038,9,386958
621,621,636,27.05.2018,08:03:00,Lacerta_diplochondrodes,F,341.7,28.3,30.6,15,22.7,soil,E,579.4,6.6,13.3,5.6,15.6,7.9,147,8,483,5,210723
622,622,637,27.05.2018,08:21:00,Lacerta_diplochondrodes,M,365.6,31.7,29.2,15,24.9,grass,S,475.8,6.3,16.7,6.8,14.2,4.3,147,8,501,5,210741
623,623,638,27.05.2018,08:33:00,Lacerta_diplochondrodes,F,337.8,27.9,31.3,16,27,grass,S,448.7,5.1,11.9,0.9,15.3,4.3,147,8,513,5,210753
624,624,639,27.05.2018,08:56:00,Lacerta_diplochondrodes,F,284.3,27.9,30.4,16,25.1,grass,S,561.9,4.4,11.9,2.8,14.4,5.3,147,8,536,5,210776
625,625,640,27.05.2018,09:23:00,Lacerta_diplochondrodes,M,380.5,27.9,31.6,17,28.1,grass,S,425.5,5.4,10.9,-0.2,14.6,3.5,147,9,563,5,210803
626,626,641,27.05.2018,09:38:00,Lacerta_diplochondrodes,F,418.8,32.7,31.8,18,20.5,grass,S,561.3,6.4,14.7,12.2,13.8,11.3,147,9,578,5,210818
627,627,642,27.05.2018,09:55:00,Lacerta_diplochondrodes,M,321.1,28.9,31,19,25.7,soil,S,510.1,5.7,9.9,3.2,12,5.3,147,9,595,5,210835
628,628,643,27.05.2018,10:14:00,Lacerta_diplochondrodes,F,362.9,29.3,33.6,19,25.2,soil,S,540.2,3.5,10.3,4.1,14.6,8.4,147,10,614,5,210854
629,629,644,27.05.2018,10:37:00,Lacerta_diplochondrodes,M,357.4,31.4,28.9,20,27.7,soil,S,438.1,4.6,11.4,3.7,8.9,1.2,147,10,637,5,210877
630,630,645,27.05.2018,10:54:00,Lacerta_diplochondrodes,F,332.6,30.7,30.4,20,28.1,soil,E,576.1,6.3,10.7,2.6,10.4,2.3,147,10,654,5,210894
631,631,646,27.05.2018,14:31:00,Parvilacerta_parva,M,129.2,30,31.2,22,27.4,soil,SE,578,6,8,2.6,9.2,3.8,147,14,871,5,211111
632,632,647,27.05.2018,14:36:00,Parvilacerta_parva,F,95.9,32.7,33.9,22,36.1,soil,SE,705,8.1,10.7,-3.4,11.9,-2.2,147,14,876,5,211116
633,633,648,27.05.2018,14:38:00,Parvilacerta_parva,M,115.9,32.2,31.7,22,26.8,soil,SE,505,4.9,10.2,5.4,9.7,4.9,147,14,878,5,211118
634,634,649,27.05.2018,14:48:00,Parvilacerta_parva,F,105.9,28.1,31.1,22,24.7,soil,SE,531,5.4,6.1,3.4,9.1,6.4,147,14,888,5,211128
635,635,650,27.05.2018,14:52:00,Parvilacerta_parva,M,120.5,31.9,29.4,22,28.5,soil,SE,750,2,9.9,3.4,7.4,0.9,147,14,892,5,211132
636,636,651,27.05.2018,14:57:00,Parvilacerta_parva,F,143.7,33.7,34.5,22,29.9,soil,S,905,9.1,11.7,3.8,12.5,4.6,147,14,897,5,211137
637,637,652,27.05.2018,15:01:00,Parvilacerta_parva,F,94.3,32.3,32.9,22,30.6,soil,SE,305,3,10.3,1.7,10.9,2.3,147,15,901,5,211141
638,638,653,27.05.2018,15:07:00,Parvilacerta_parva,M,121.4,35.4,36.4,23,26.4,soil,SE,715,4.7,12.4,9,13.4,10,147,15,907,5,211147
639,639,654,27.05.2018,15:12:00,Parvilacerta_parva,F,128.2,31.9,33.9,23,27.4,soil,SE,356,2.3,8.9,4.5,10.9,6.5,147,15,912,5,211152
640,640,655,27.05.2018,15:18:00,Parvilacerta_parva,M,113.5,31.9,30.6,23,29.2,soil,SE,766,0.5,8.9,2.7,7.6,1.4,147,15,918,5,211158
641,641,656,27.05.2018,15:24:00,Parvilacerta_parva,F,126.1,33.5,35.4,23,28.8,soil,SE,812,3.9,10.5,4.7,12.4,6.6,147,15,924,5,211164
642,642,657,27.05.2018,15:28:00,Parvilacerta_parva,M,109.8,36.5,30.5,23,28.2,soil,SE,387,6,13.5,8.3,7.5,2.3,147,15,928,5,211168
643,643,658,27.05.2018,15:41:00,Parvilacerta_parva,F,116.8,35.7,33.4,23,32.3,soil,SE,300,0.2,12.7,3.4,10.4,1.1,147,15,941,5,211181
644,644,659,27.05.2018,15:48:00,Parvilacerta_parva,M,124.3,33.5,34.4,23,30.7,soil,SE,682,2.8,10.5,2.8,11.4,3.7,147,15,948,5,211188
645,645,660,27.05.2018,15:53:00,Parvilacerta_parva,F,116.4,32.6,32.4,23,25.9,grass,SE,492,0.1,9.6,6.7,9.4,6.5,147,15,953,5,211193
646,646,661,27.07.2018,08:12:00,Lacerta_diplochondrodes,M,329.5,32.4,32.6,18,28.4,grass,S,876,1.4,14.4,4,14.6,4.2,208,8,492,7,298572
647,647,662,27.07.2018,08:24:00,Lacerta_diplochondrodes,F,336.5,32.8,32.9,18,27.3,grass,S,829,1.9,14.8,5.5,14.9,5.6,208,8,504,7,298584
648,648,663,27.07.2018,08:35:00,Lacerta_diplochondrodes,M,327.2,33.6,32.8,19,35.6,grass,S,881,0.8,14.6,-2,13.8,-2.8,208,8,515,7,298595
649,649,664,27.07.2018,08:51:00,Lacerta_diplochondrodes,F,328.2,32.9,32.8,19,35.3,grass,S,804,2.5,13.9,-2.4,13.8,-2.5,208,8,531,7,298611
650,650,665,27.07.2018,09:13:00,Lacerta_diplochondrodes,M,328.2,33.3,32.4,20,33.6,grass,S,801,1.5,13.3,-0.3,12.4,-1.2,208,9,553,7,298633
651,651,666,27.07.2018,09:29:00,Lacerta_diplochondrodes,F,331.8,33.3,32.9,20,30.3,soil,S,849,1.4,13.3,3,12.9,2.6,208,9,569,7,298649
652,652,667,27.07.2018,09:46:00,Lacerta_diplochondrodes,M,320.8,33.3,33,21,29.8,soil,S,818,1.2,12.3,3.5,12,3.2,208,9,586,7,298666
653,653,668,27.07.2018,10:04:00,Lacerta_diplochondrodes,F,336.5,33,32.7,21,27.8,soil,S,787,1.8,12,5.2,11.7,4.9,208,10,604,7,298684
654,654,669,27.07.2018,10:27:00,Lacerta_diplochondrodes,M,319,32.4,32.6,22,33.7,soil,E,772,1.2,10.4,-1.3,10.6,-1.1,208,10,627,7,298707
655,655,670,27.07.2018,10:44:00,Lacerta_diplochondrodes,F,347.9,33.7,32.6,22,32.7,grass,S,906,1.2,11.7,1,10.6,-0.1,208,10,644,7,298724
656,656,671,27.08.2018,10:14:00,Parvilacerta_parva,M,110.8,32.9,27.4,25,30.4,soil,SE,577,5.4,7.9,2.5,2.4,-3,239,10,614,8,343334
657,657,672,27.08.2018,10:18:00,Parvilacerta_parva,F,111.1,33.5,28.9,25,28.9,soil,SE,620,2.6,8.5,4.6,3.9,0,239,10,618,8,343338
658,658,673,27.08.2018,10:22:00,Parvilacerta_parva,M,90.4,35,29.6,25,33.3,grass,S,693,5.8,10,1.7,4.6,-3.7,239,10,622,8,343342
659,659,674,27.08.2018,10:26:00,Parvilacerta_parva,F,100.9,29.7,29.1,25,28.6,grass,S,536,2.4,4.7,1.1,4.1,0.5,239,10,626,8,343346
660,660,675,27.08.2018,10:29:00,Parvilacerta_parva,M,100,31.4,27.9,25,31,grass,S,589,3.4,6.4,0.4,2.9,-3.1,239,10,629,8,343349
661,661,676,27.08.2018,10:33:00,Parvilacerta_parva,F,107.6,34.1,27.5,25,25.7,soil,S,641,2.4,9.1,8.4,2.5,1.8,239,10,633,8,343353
662,662,677,27.08.2018,10:36:00,Parvilacerta_parva,F,102.3,34.1,31.1,25,25.2,grass,S,727,7.7,9.1,8.9,6.1,5.9,239,10,636,8,343356
663,663,678,27.08.2018,10:40:00,Parvilacerta_parva,M,112.9,31.8,31.2,25,25.7,soil,S,661,5.6,6.8,6.1,6.2,5.5,239,10,640,8,343360
664,664,679,27.08.2018,10:43:00,Parvilacerta_parva,M,127.1,32.3,29,25,32.2,grass,S,561,2.1,7.3,0.1,4,-3.2,239,10,643,8,343363
665,665,680,27.08.2018,10:46:00,Parvilacerta_parva,F,157.9,38.3,29.7,25,27.5,grass,S,645,1.2,13.3,10.8,4.7,2.2,239,10,646,8,343366
666,666,681,27.08.2018,10:51:00,Parvilacerta_parva,J,103.7,34.4,28.7,25,28.8,grass,S,677,1.5,9.4,5.6,3.7,-0.1,239,10,651,8,343371
667,667,682,27.08.2018,10:54:00,Parvilacerta_parva,M,112.9,32.6,27.8,25,31.8,grass,S,676,4.2,7.6,0.8,2.8,-4,239,10,654,8,343374
668,668,683,27.08.2018,10:59:00,Parvilacerta_parva,F,96,35.5,26.8,26,30.3,grass,S,654,4.7,9.5,5.2,0.8,-3.5,239,10,659,8,343379
669,669,684,27.08.2018,11:03:00,Parvilacerta_parva,F,91.7,35.3,28.3,26,26.6,grass,S,576,4.7,9.3,8.7,2.3,1.7,239,11,663,8,343383
670,670,685,27.08.2018,11:08:00,Parvilacerta_parva,F,142.1,36,28.7,26,29.2,grass,S,592,4,10,6.8,2.7,-0.5,239,11,668,8,343388
671,671,686,27.08.2018,14:11:00,Lacerta_diplochondrodes,M,351.1,33,28.4,26,28.7,grass,S,714,6,7,4.3,2.4,-0.3,239,14,851,8,343571
672,672,687,27.08.2018,14:36:00,Lacerta_diplochondrodes,M,392.3,28.3,27,26,32.2,grass,S,786,10.1,2.3,-3.9,1,-5.2,239,14,876,8,343596
673,673,688,27.08.2018,14:53:00,Lacerta_diplochondrodes,F,387.6,33.1,31.6,26,27.2,grass,S,856,11,7.1,5.9,5.6,4.4,239,14,893,8,343613
674,674,689,27.08.2018,15:08:00,Lacerta_diplochondrodes,M,358,27.3,28.8,26,37,soil,S,680,4.6,1.3,-9.7,2.8,-8.2,239,15,908,8,343628
675,675,690,27.08.2018,15:22:00,Lacerta_diplochondrodes,F,357.3,30.6,30.1,25,29.7,soil,S,947,5.4,5.6,0.9,5.1,0.4,239,15,922,8,343642
676,676,691,27.08.2018,15:43:00,Lacerta_diplochondrodes,F,368.8,28.2,30.7,25,32.2,grass,S,990,10.1,3.2,-4,5.7,-1.5,239,15,943,8,343663
677,677,692,27.08.2018,16:16:00,Lacerta_diplochondrodes,M,341.4,28.6,31.7,25,32.2,grass,S,661,5.5,3.6,-3.6,6.7,-0.5,239,16,976,8,343696
678,678,693,27.08.2018,16:43:00,Lacerta_diplochondrodes,M,366.6,27.5,32,25,28.7,soil,S,742,9.1,2.5,-1.2,7,3.3,239,16,1003,8,343723
679,679,694,27.08.2018,16:59:00,Lacerta_diplochondrodes,F,379.7,34.5,30.5,25,25,grass,S,624,6.9,9.5,9.5,5.5,5.5,239,16,1019,8,343739
680,680,695,27.08.2018,17:16:00,Lacerta_diplochondrodes,F,350.4,38.4,32.4,25,31,grass,S,660,6.5,13.4,7.4,7.4,1.4,239,17,1036,8,343756
681,681,696,28.07.2018,09:43:00,Parvilacerta_parva,M,117.2,28.9,18.2,19,29.1,soil,S,675,6.1,9.9,-0.2,-0.8,-10.9,209,9,583,7,300103
682,682,697,28.07.2018,09:56:00,Parvilacerta_parva,F,108.6,33,24,19,26.6,grass,S,700,3.3,14,6.4,5,-2.6,209,9,596,7,300116
683,683,698,28.07.2018,10:01:00,Parvilacerta_parva,J,80.2,35.4,26.3,19,28.3,grass,S,710,53,16.4,7.1,7.3,-2,209,10,601,7,300121
684,684,699,28.07.2018,10:06:00,Parvilacerta_parva,M,120.8,33,23.3,19,26.8,grass,S,630,4,14,6.2,4.3,-3.5,209,10,606,7,300126
685,685,700,28.07.2018,10:14:00,Parvilacerta_parva,F,118.2,35.5,27.3,19,31.2,grass,S,805,2.7,16.5,4.3,8.3,-3.9,209,10,614,7,300134
686,686,701,28.07.2018,10:19:00,Parvilacerta_parva,F,57.7,32.3,26.1,19,26.6,grass,S,665,2.6,13.3,5.7,7.1,-0.5,209,10,619,7,300139
687,687,702,28.07.2018,10:27:00,Parvilacerta_parva,M,133.8,37.2,26.3,19,31.1,soil,S,730,5,18.2,6.1,7.3,-4.8,209,10,627,7,300147
688,688,703,28.07.2018,10:34:00,Parvilacerta_parva,F,104.4,34.2,23.2,20,34.8,soil,S,645,4.3,14.2,-0.6,3.2,-11.6,209,10,634,7,300154
689,689,704,28.07.2018,10:41:00,Parvilacerta_parva,F,106.4,34.1,24.3,21,30.9,soil,S,560,8.5,13.1,3.2,3.3,-6.6,209,10,641,7,300161
690,690,705,28.07.2018,10:57:00,Parvilacerta_parva,F,118.5,32.1,21.3,21,33.7,soil,S,730,7.1,11.1,-1.6,0.3,-12.4,209,10,657,7,300177
691,691,706,28.07.2018,11:10:00,Parvilacerta_parva,M,153.5,34.8,26.5,21,32.9,grass,S,820,3.6,13.8,1.9,5.5,-6.4,209,11,670,7,300190
692,692,707,28.07.2018,11:15:00,Parvilacerta_parva,F,127.6,38.6,25.7,21,32.8,grass,S,745,1.5,17.6,5.8,4.7,-7.1,209,11,675,7,300195
693,693,708,28.07.2018,11:21:00,Parvilacerta_parva,F,121.8,35.8,25.8,21,32.7,grass,S,785,2.2,14.8,3.1,4.8,-6.9,209,11,681,7,300201
694,694,709,28.07.2018,11:27:00,Parvilacerta_parva,F,149.9,35.9,26.3,21,29.9,grass,S,730,4.4,14.9,6,5.3,-3.6,209,11,687,7,300207
695,695,710,28.07.2018,11:35:00,Parvilacerta_parva,J,57.3,35.3,29.7,21,32.7,grass,S,780,4.8,14.3,2.6,8.7,-3,209,11,695,7,300215
696,696,711,28.07.2018,14:06:00,Lacerta_diplochondrodes,F,312.7,34.7,31.9,25,35,grass,S,697,4.3,9.7,-0.3,6.9,-3.1,209,14,846,7,300366
697,697,712,28.07.2018,14:33:00,Lacerta_diplochondrodes,M,322.1,33.7,31.2,25,32.3,grass,S,719,4.8,8.7,1.4,6.2,-1.1,209,14,873,7,300393
698,698,713,28.07.2018,15:13:00,Lacerta_diplochondrodes,M,316.8,34.6,30.9,25,30.6,soil,S,768,5.1,9.6,4,5.9,0.3,209,15,913,7,300433
699,699,714,28.07.2018,15:46:00,Lacerta_diplochondrodes,F,328.5,32.4,29.7,25,33.3,soil,S,680,4.7,7.4,-0.9,4.7,-3.6,209,15,946,7,300466
700,700,715,28.07.2018,16:34:00,Lacerta_diplochondrodes,M,313.9,32.4,33.5,25,37.1,grass,S,704,5,7.4,-4.7,8.5,-3.6,209,16,994,7,300514
701,701,716,28.07.2018,16:51:00,Lacerta_diplochondrodes,M,343.6,35.2,34.1,25,31.5,grass,S,781,4.6,10.2,3.7,9.1,2.6,209,16,1011,7,300531
702,702,717,28.07.2018,17:17:00,Lacerta_diplochondrodes,F,306.1,32.4,30,25,29,soil,S,796,5.4,7.4,3.4,5,1,209,17,1037,7,300557
703,703,718,28.07.2018,17:35:00,Lacerta_diplochondrodes,F,343.8,32.8,31.9,26,30.8,grass,S,707,5.4,6.8,2,5.9,1.1,209,17,1055,7,300575
704,704,719,28.07.2018,17:48:00,Lacerta_diplochondrodes,F,347.7,31.6,31.8,26,29.4,grass,S,689,2.7,5.6,2.2,5.8,2.4,209,17,1068,7,300588
705,705,720,28.07.2018,18:13:00,Lacerta_diplochondrodes,M,328.2,32.7,32.4,26,29.6,soil,S,813,5.6,6.7,3.1,6.4,2.8,209,18,1093,7,300613
706,706,721,28.08.2018,08:57:00,Lacerta_diplochondrodes,F,353.7,32.4,35.9,25,29.1,soil,S,662,8.1,7.4,3.3,10.9,6.8,240,8,537,8,344697
707,707,722,28.08.2018,09:13:00,Lacerta_diplochondrodes,M,339.3,33.6,31.5,26,29.1,soil,S,749,6.9,7.6,4.5,5.5,2.4,240,9,553,8,344713
708,708,723,28.08.2018,09:22:00,Lacerta_diplochondrodes,F,338.1,32.2,29.6,26,30.7,soil,S,821,7.1,6.2,1.5,3.6,-1.1,240,9,562,8,344722
709,709,724,28.08.2018,09:50:00,Lacerta_diplochondrodes,F,352.8,33.1,32.5,26,30.2,grass,E,628,7.7,7.1,2.9,6.5,2.3,240,9,590,8,344750
710,710,725,28.08.2018,10:23:00,Lacerta_diplochondrodes,M,345.4,34.7,32.4,27,28.8,grass,S,659,6.3,7.7,5.9,5.4,3.6,240,10,623,8,344783
711,711,726,28.08.2018,10:43:00,Lacerta_diplochondrodes,F,332.8,34.5,33.4,27,27,grass,S,683,11.1,7.5,7.5,6.4,6.4,240,10,643,8,344803
712,712,727,28.08.2018,10:57:00,Lacerta_diplochondrodes,M,401.9,32.5,32.5,27,31.5,grass,S,666,8.1,5.5,1,5.5,1,240,10,657,8,344817
713,713,728,28.08.2018,11:21:00,Lacerta_diplochondrodes,F,385.2,34.3,31.1,27,27.5,grass,S,769,10.6,7.3,6.8,4.1,3.6,240,11,681,8,344841
714,714,729,28.08.2018,11:43:00,Lacerta_diplochondrodes,M,378.6,33,33.2,28,28.3,grass,S,595,10.9,5,4.7,5.2,4.9,240,11,703,8,344863
715,715,730,28.08.2018,11:58:00,Lacerta_diplochondrodes,F,364.7,33.8,33.4,28,31,grass,S,582,8.7,5.8,2.8,5.4,2.4,240,11,718,8,344878
716,716,732,28.08.2018,15:18:00,Parvilacerta_parva,M,137.2,36.6,35.5,31,34.8,soil,S,670,3.1,5.6,1.8,4.5,0.7,240,15,918,8,345078
717,717,733,28.08.2018,15:25:00,Parvilacerta_parva,F,99,34.1,33.9,31,33.2,soil,S,618,5.5,3.1,0.9,2.9,0.7,240,15,925,8,345085
718,718,734,28.08.2018,15:29:00,Parvilacerta_parva,F,121.7,33,33,31,31.3,soil,S,461,3.3,2,1.7,2,1.7,240,15,929,8,345089
719,719,735,28.08.2018,15:31:00,Parvilacerta_parva,F,101.4,33.8,34.3,31,35.1,grass,S,891,4.8,2.8,-1.3,3.3,-0.8,240,15,931,8,345091
720,720,736,28.08.2018,15:35:00,Parvilacerta_parva,M,135.1,37.6,33.5,31,40.6,soil,S,873,5.9,6.6,-3,2.5,-7.1,240,15,935,8,345095
721,721,737,28.08.2018,15:41:00,Parvilacerta_parva,F,141.8,34.3,35.9,31,34.3,soil,S,707,4.1,3.3,0,4.9,1.6,240,15,941,8,345101
722,722,738,28.08.2018,15:51:00,Parvilacerta_parva,M,127.4,34.5,35.2,31,35,soil,S,553,0.1,3.5,-0.5,4.2,0.2,240,15,951,8,345111
723,723,739,28.08.2018,15:56:00,Parvilacerta_parva,F,122.4,34.4,30.9,32,32.6,soil,S,580,3.2,2.4,1.8,-1.1,-1.7,240,15,956,8,345116
724,724,740,28.08.2018,16:01:00,Parvilacerta_parva,F,133.1,32.8,35.5,32,34.8,soil,S,768,5.3,0.8,-2,3.5,0.7,240,16,961,8,345121
725,725,741,28.08.2018,16:06:00,Parvilacerta_parva,M,132,35.3,34.4,32,37.1,grass,SE,575,2.3,3.3,-1.8,2.4,-2.7,240,16,966,8,345126
726,726,742,28.08.2018,16:10:00,Parvilacerta_parva,F,115.9,34.8,30.2,32,34.5,grass,SE,701,3.6,2.8,0.3,-1.8,-4.3,240,16,970,8,345130
727,727,743,28.08.2018,16:16:00,Parvilacerta_parva,M,129.3,36.2,31.5,32,37.1,grass,SE,927,1.9,4.2,-0.9,-0.5,-5.6,240,16,976,8,345136
728,728,744,28.08.2018,16:22:00,Parvilacerta_parva,F,106.9,33.9,33,32,31.4,soil,SE,677,2.9,1.9,2.5,1,1.6,240,16,982,8,345142
729,729,745,28.08.2018,16:26:00,Parvilacerta_parva,J,123.3,34.9,36.7,32,36.9,soil,SW,589,2.9,2.9,-2,4.7,-0.2,240,16,986,8,345146
730,730,746,29.07.2018,13:26:00,Lacerta_diplochondrodes,M,298.3,32.9,30.5,23,33.5,grass,S,774,5,9.9,-0.6,7.5,-3,210,13,806,7,301766
731,731,747,29.07.2018,13:53:00,Lacerta_diplochondrodes,F,288.6,34.1,32.3,23,31.7,grass,S,796,3.5,11.1,2.4,9.3,0.6,210,13,833,7,301793
732,732,748,29.07.2018,14:10:00,Lacerta_diplochondrodes,M,310.5,34.2,32,23,32.3,soil,S,682,4.5,11.2,1.9,9,-0.3,210,14,850,7,301810
733,733,749,29.07.2018,14:27:00,Lacerta_diplochondrodes,F,320.3,32.4,31.9,24,33.9,soil,S,696,4.3,8.4,-1.5,7.9,-2,210,14,867,7,301827
734,734,750,29.07.2018,14:49:00,Lacerta_diplochondrodes,F,308,35,34.2,24,34.9,grass,S,835,6.8,11,0.1,10.2,-0.7,210,14,889,7,301849
735,735,751,29.07.2018,15:14:00,Lacerta_diplochondrodes,F,319.4,33.8,31.6,24,36.3,grass,S,646,5.4,9.8,-2.5,7.6,-4.7,210,15,914,7,301874
736,736,752,29.07.2018,15:40:00,Parvilacerta_parva,M,135.2,35.2,33.3,24,33,grass,S,530,5.4,11.2,2.2,9.3,0.3,210,15,940,7,301900
737,737,753,29.07.2018,15:45:00,Parvilacerta_parva,F,106.2,36.1,32.6,24,33.4,grass,S,680,5.2,12.1,2.7,8.6,-0.8,210,15,945,7,301905
